filename, Acne, Blackhead, Conglobata, Crystanlline, Cystic, Flat_wart, Folliculitis, Keloid, Milium, Papular, Purulent, Scars, Sebo-crystan-conglo, Syringoma, Whitehead
levle0_527_jpg.rf.009c97beb4f06d852a792f62d8dab4e6.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-243-_jpg.rf.00a286f2370f880b424a271b939f5fbb.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1
levle3_45_jpg.rf.00a456eeaacfc3b993296084a3fab8da.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_144_jpg.rf.010596500ad6e642cf7082936782e8b5.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-face-40__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpg.rf.00edebad66fc23f0455fc07b403741d4.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_489_jpg.rf.00d71268198800d8c01b44e657e82a3e.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle2_188_jpg.rf.01192f9867652031ff0ce8ca3d526cd5.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-face-1-50__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpg.rf.01117c75613c6fa55d37b7039e451ae0.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_173_jpg.rf.00ec9564cd2bac918b85f0042bc3bf58.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle0_196_jpg.rf.00734dcecb121b54d1a94e3459fed112.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-face-2-31__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpg.rf.00997189f12d6f15c3d218ec7999c6e5.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_448_jpg.rf.0128b32032eb5e8c72dc757c7cf3d4f0.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle0_384_jpg.rf.013d55a6c71d626581f570b7625ffb1a.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
keloid_-109-_jpg.rf.01518b9a379c1dc024022cd2f5232a98.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0
papular_acne_-91-_jpg.rf.0132f83d44b60727919658cfa20724da.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
levle0_72_jpg.rf.0160d4415d515e732b33003277c2a0be.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_265_jpg.rf.0117e4b0bdd4afad883d2a9e68d72747.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-113-_jpg.rf.016eab532cb78be78c5ff7942cf1d81f.jpg, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0
levle0_527_jpg.rf.013a73d9c2d5767e73dc699e0b58399d.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle0_439_jpg.rf.0088ef941eb0f80b531e692a4569bd4a.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-114-_jpg.rf.0154c9a63b75e1a6c04f27d6397f30f9.jpg, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0
levle1_436_jpg.rf.01993f550af8cb1c3b5ed60e5c40f486.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
keloid_-67-_jpg.rf.012ac0a514435710acc8277f932b3f0a.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
levle2_157_jpg.rf.0188d07add31db42dde2d107daf3e36f.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_401_jpg.rf.017402e5d68b64c4d0cf276a84386845.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle0_336_jpg.rf.01c116fa9c9feb8bcd85f0316246f13a.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle2_92_jpg.rf.01f1f9162729026e1c8866d15e716e90.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
blackhead-5-_JPG_jpg.rf.01b1e14880d6da7c66e9df5030e48816.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-face-2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpg.rf.0158eff5a218e15f8aa77606f78d78c7.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle3_124_jpg.rf.018208ee20892960836191a072a12375.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
pustular_acne_-50-_jpg.rf.009d609106011f14aa5f21fdd6a28cf7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_125_jpg.rf.01fed3c40f7b83a82b7df08c0a9a7cc0.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-22-_jpg.rf.023cbea841bc514ee25465f75acf4ef9.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
blackhead_79_jpg.rf.00aac56e4ea319bd6b9d65bdbde31256.jpg, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1
levle1_240_jpg.rf.01f9aeb7308e35569b6b97391481a4b7.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle2_119_jpg.rf.01deb48036f07a90693ae92a8f0e1aa9.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Foliculitis_-5-_jpg.rf.02176d60d800fa8f71177a8da28137b6.jpg, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0
set2-340-_jpg.rf.01f7c270bf1417465cf0ea5a5b357f94.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1
set2-218-_jpg.rf.024ca1c06709d3eb7fd0e6e90ca9d5e8.jpg, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
acne-face-3-10__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ_jpg.rf.029a58f2502abd56b0fbd9d513a9dfaf.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
papular_acne_-56-_jpg.rf.0293ebcea5c9b45b65a908688de5d287.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
Foliculitis_-396-_jpg.rf.02786f6b1d31576fa0194e9749a61f00.jpg, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0
set2-297-_jpg.rf.01e9eda30ab3db0501f85d69c16893dc.jpg, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0
milium_-622-_jpg.rf.02716a09376f94154aab5dc5c1bfeb79.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1
levle1_616_jpg.rf.02325280e436c69bb3a9608e8c3a10ec.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_514_jpg.rf.02c59f5746fe41709574c019fbfd5b9f.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
papular_acne_-3-_jpg.rf.015b1f02577187493a382e3bf81c8ff6.jpg, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
levle1_497_jpg.rf.01ad49ad5c8ac50dbe6f621bb3645ab5.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_352_jpg.rf.029477e06ac0accb6a2db69c91a359ac.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle0_240_jpg.rf.023734315f2748edff3cb0b493fe5ed0.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-214-_jpg.rf.02a8cfa8df4b2930a1869bfe20bd1181.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-100-_jpg.rf.02a6e1e2b363aceb4b8e275af2b41ba4.jpg, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0
set2-20-_jpg.rf.02f8aa4cdb38f9744f8e4babcc16808e.jpg, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
levle1_530_jpg.rf.02cf3d6d3ab69512d3c988789880806b.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_257_jpg.rf.02dbca659bda7a398a38642ae7a4fd43.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_171_jpg.rf.02ba6ce0bd76bf8023a97603b5a12370.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle0_122_jpg.rf.029e16edd791139c17b2bf6ddc17b8aa.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-face-2-8__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpg.rf.02f0dc93191b054e8ab5ddbdbd2de1b4.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-101-_jpg.rf.023551b6973d37efa82ebcaabb37699d.jpg, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1
acne-face-33__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ_jpg.rf.02dae156efece8861b57242ab2a0b366.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle0_189_jpg.rf.0288df09a2594165c862670a54788f87.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle0_478_jpg.rf.0315e600da7b805cf66bb0243445eba3.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-face-2-16__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ_jpg.rf.0351c9d494f1f6d9b7393becc42d2ad6.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_584_jpg.rf.02fcf02c8d2151ab3d22a289c94d8fed.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-face-71__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpg.rf.03468e9dbe826ff2f742d36671d4dfd0.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle3_143_jpg.rf.038d531033ed9b35525637bc9827aa87.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-326-_jpg.rf.030e28f713e2eead6338b3ae5f68c35c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1
levle2_124_jpg.rf.0383ff3ff7489e046a86bcee6e09304b.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_260_jpg.rf.03b0eafa91e3c9f8e82b64797f16c954.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
papular_acne_-90-_jpg.rf.03ecd366b6c5e8742aefbdbbcda6ee29.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0
levle1_368_jpg.rf.030a25c0d67fa64bde28151a747901ca.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-57-_jpg.rf.03909b6c29dbed0b7e1c47e9a862356f.jpg, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
levle1_389_jpg.rf.04039b3dc073766cffd681b911c492d3.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_562_jpg.rf.03b413e50dc447f183fedac24a38636d.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
flat_wart_-44-_jpg.rf.0416777564ee308ffa5e091fc8857fb1.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1
acne_conglobata_-165-_jpg.rf.0406af375636abb8ce391cb1b85cb184.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
set2-135-_jpg.rf.0406b88488b27d329a37033c84d3ae02.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1
set2-324-_jpg.rf.03fdf2536e68952c7a31359dc8523c05.jpg, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
levle1_300_jpg.rf.042bb6c55a5bf71221d886eca3faef5a.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-308-_jpg.rf.037a2f3976d8590f7b88db5e82bf754b.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1
set2-42-_jpg.rf.04345f5076066f02b9ee1094a5b6a6cc.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0
acne-face-3-1__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpg.rf.0386e7e8a27c8fcaf446499e02a12c40.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle2_140_jpg.rf.045e96751366f8886ac5820625bf4e60.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_109_jpg.rf.042c110e599f6ca733b530a6156b6997.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-304-_jpg.rf.04395891eaa39bbfb0978e56ac3130c7.jpg, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
set2-260-_jpg.rf.040f3870daee3378ac5b63ccc2fd129f.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1
levle0_231_jpg.rf.048dd61ab4e6c3521494b406eb53012b.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_586_jpg.rf.0420b7b3608408864888d1d3584457fb.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_147_jpg.rf.04a4df669b6876548713d3b4e300cda3.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_134_jpg.rf.04a102b685910fc9f5ed73fdc45b304a.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne_conglobata_-11-_jpg.rf.0467986457bb3169343fcd3c897cdc13.jpg, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0
papular_acne_-42-_jpg.rf.04a759880bb7f35889c6c765e3b9e8e7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1
levle3_40_jpg.rf.03e65fed4e7c359b29cff9128e1d290d.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle3_73_jpg.rf.04a444d7a2100e25857085ebb3ce9e95.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-face-5-7__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpg.rf.045d9851455af7ac02733dec4ab77ad4.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-174-_jpg.rf.04b7be9fc9b8555446819c8c960efef3.jpg, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
levle1_195_jpg.rf.05256988f99883f1b01a61d5ef47c4d3.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-200-_jpg.rf.052e197c238f8c8a4a711ea89bb78439.jpg, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
set2-264-_jpg.rf.05764b7161dc6d343d73ad3079cae69a.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1
levle1_347_jpg.rf.056f54b7be5a4c216b62fe5c3372febe.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
blackhead_79_jpg.rf.049d447d42af5bbfd5b4505969af31c8.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle2_56_jpg.rf.0532e41684825b955231761583258f55.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
cystic_acne_-43-_jpg.rf.05270bd1b4ca2b1480d39674194ef0e4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
levle3_7_jpg.rf.0505227b4f8417018921b2aa52bd46c2.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle3_1_jpg.rf.045e40c93acf12e705fe20997a35373d.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-face-1-23__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ_jpg.rf.058c49e9c35c4e0b0bd555aeeeed3185.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Foliculitis_-379-_jpg.rf.051f5b46f7e0ea6046899fd77c3be6ac.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
acne-face-79__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpg.rf.05bffcfa54cb211f6342b63ca7d5188a.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_526_jpg.rf.05af98a74f65cdd1afe7f6e5b3190634.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle0_518_jpg.rf.05b4e54ce9f514279ff2fff05d1637e1.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-face-1-39__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ_jpg.rf.04f01af00eb4acda811dd4c1a03ef851.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle0_294_jpg.rf.0541e8b1898833ec26f25de7eccdb6e0.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-face-4-7__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpg.rf.04c100c7b2b427f4ca51f658acf3cf6e.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-face-4-9__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpg.rf.03d56e3abd4ebf3ec4960adedd2b4e3a.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_37_jpg.rf.05d071ab9630e25d62eee50fd7be7d38.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_605_jpg.rf.05c7abe85b0aeb432747e0cf14097e5b.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle0_411_jpg.rf.059a74cd601d87ce6a2b6dbad9236a63.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne_conglobata_-119-_jpg.rf.05d646ab67f27664d804d88e44436c97.jpg, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0
levle3_136_jpg.rf.05ce85b233de8be1294d1f0871e9d889.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-266-_jpg.rf.05dd9170e0b56d9e41acb618497a99ae.jpg, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1
levle0_142_jpg.rf.05857df41bb226f323fa8665bb1bdd08.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
keloid_-119-_jpg.rf.0600bcaebf0ec63c1bfcbc7a93658a02.jpg, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0
levle1_277_jpg.rf.05d11a8b9429e43729d1c499a0f0269c.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_489_jpg.rf.060566153dda7756f758bd66c1a72fc9.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_620_jpg.rf.062db4aea62c4d85e56a86f9e4d6490c.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle0_304_jpg.rf.06220da55c786978fdef04793df104b3.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne-face-2-32__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpg.rf.0679ce3077a772334a03828be5e647fa.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle2_169_jpg.rf.0664f885f5842498c64fa4cf67c98841.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
blackhead_70_jpg.rf.06290902fc29d3b7bf5de9078b0d2528.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-38-_jpg.rf.06803212f7927e6d3c22563e589f6063.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
acne-face-5__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd_jpg.rf.062058ac6cd521bec172ca170ade1792.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle0_210_jpg.rf.06a02fb4525a4c9a5378f5b3b2b2ef21.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_107_jpg.rf.06936064374688ef184b5561980ca92c.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
set2-20-_jpg.rf.06301244e3b11030fe88e79c9a6b37d4.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1
levle1_14_jpg.rf.0697f86cbd32a586d48da52d136f41d2.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
levle1_257_jpg.rf.06864313c11367bdcf2413954108b290.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
acne_conglobata_-45-_jpg.rf.06b07e575a7f66ce7b109b024e16574a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0
levle2_127_jpg.rf.06dd13dc41149c76dca348bfc2816567.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
